1,0.745165817689595
2,0.74945762832614959
3,0.7598456880276423
4,0.76462002635984749
5,0.75662180743062735
6,0.76282862536957219
7,0.76235258077155987
8,0.763308232109144
9,0.7656962205678054
10,0.7643830727033093
11,0.76450226195989035
12,0.76414341181918566
13,0.76700808606134019
14,0.76772443272895663
15,0.76569557938232458
16,0.76617304883696069
17,0.76689010793288925
18,0.76856075232429732
19,0.76915698357852735
20,0.76855968368182948
21,0.76951469383393301
22,0.76843999572543009
23,0.76844106436789794
24,0.77035072845794894
25,0.76844035193958615
26,0.76545606098386343
27,0.76545613222669484
28,0.76653040287821039
29,0.76641057243614852
30,0.76617176646599927
31,0.7648591173013215
32,0.76617198019449284
33,0.76700715990453461
34,0.76533651551312631
35,0.76485897481565923
36,0.76461988387418511
37,0.76664980586328491
38,0.76581419869625622
39,0.76545584725536986
40,0.76808235671285574
41,0.76879898835179705
42,0.76808221422719336
43,0.76867908666690421
44,0.7682016172122681
45,0.76820190218359274
46,0.76903758059345284
47,0.76939564706301422
48,0.77023111174438064
49,0.77130538239589641
50,0.77035072845794894
51,0.76999209204573804
52,0.76843999572543009
53,0.76641114237879815
54,0.76653083033519764
55,0.7652171125280518
56,0.7648584761158409
57,0.76473843194528546
58,0.76450005343212335
59,0.76438057920421754
60,0.76402272646314962
61,0.76497745164392827
62,0.76438114914686717
63,0.76402294019164319
64,0.76593281801018764
65,0.76533544687065869
66,0.7659324617960318
67,0.76581248886830766
68,0.7636642325366011
69,0.76509678338617182
70,0.76581320129661956
71,0.7662905995084246
72,0.76676785523456703
73,0.76784176967192685
74,0.76748384568802774
75,0.76688697324831678
76,0.76831902539806929
77,0.76736430021729063
78,0.76593217682470693
79,0.76605157980978167
80,0.7647388594022726
81,0.76414227193388684
82,0.76426131870480529
83,0.76581284508246361
84,0.7661709115520251
85,0.76581277383963242
86,0.7650968546290029
87,0.76557389662665198
88,0.76438029423289278
89,0.76497759412959065
90,0.76545492109856439
91,0.76533551811348988
92,0.76521618637124644
93,0.76557425284080793
94,0.76593231931036931
95,0.76605172229544405
